timestamp,temperature,pressure
2025-01-01T01:01:00,26.63,1007.07
2025-01-01T01:02:00,20.83,1006.67
2025-01-01T01:03:00,24.05,1012.34
2025-01-01T01:04:00,24.98,1015.82
2025-01-01T01:05:00,26.66,1013.58
2025-01-01T01:06:00,25.71,1007.76
2025-01-01T01:07:00,25.95,1016.02
2025-01-01T01:08:00,24.35,1020.23
2025-01-01T01:09:00,21.99,1009.49
2025-01-01T01:10:00,29.93,1015.52
2025-01-01T01:11:00,27.24,1019.42
2025-01-01T01:12:00,26.92,1012.01
2025-01-01T01:13:00,23.6,1013.34
2025-01-01T01:14:00,27.23,1013.83
2025-01-01T01:15:00,23.22,1013.95
2025-01-01T01:16:00,23.98,1012.06
2025-01-01T01:17:00,28.96,1017.9
2025-01-01T01:18:00,24.51,1009.66
2025-01-01T01:19:00,21.79,1008.03
2025-01-01T01:20:00,26.93,1009.66
2025-01-01T01:21:00,26.37,1005.67
2025-01-01T01:22:00,26.51,1012.01
2025-01-01T01:23:00,27.47,1012.9
2025-01-01T01:24:00,22.13,1023.7
2025-01-01T01:25:00,24.17,1008.53
2025-01-01T01:26:00,24.3,1011.91
2025-01-01T01:27:00,25.55,1010.04
2025-01-01T01:28:00,24.32,1018.38
2025-01-01T01:29:00,23.85,1014.2
2025-01-01T01:30:00,25.05,1014.2
2025-01-01T01:31:00,28.09,1014.27
2025-01-01T01:32:00,24.6,1015.04
2025-01-01T01:33:00,26.95,1016.1
2025-01-01T01:34:00,24.83,1010.87
2025-01-01T01:35:00,21.74,1018.67
2025-01-01T01:36:00,26.1,1000.0
2025-01-01T01:37:00,24.02,1024.06
2025-01-01T01:38:00,26.22,1016.63
2025-01-01T01:39:00,28.53,1015.19
2025-01-01T01:40:00,23.45,1008.44
2025-01-01T01:41:00,25.3,1015.43
2025-01-01T01:42:00,19.96,1017.76
2025-01-01T01:43:00,30.08,1009.91
2025-01-01T01:44:00,26.31,1015.25
2025-01-01T01:45:00,28.27,1017.42
2025-01-01T01:46:00,26.9,1012.41
2025-01-01T01:47:00,27.35,1005.38
2025-01-01T01:48:00,22.89,1008.28
2025-01-01T01:49:00,23.85,1012.23
2025-01-01T01:50:00,23.21,1010.26
2025-01-01T01:51:00,28.47,1019.69
2025-01-01T01:52:00,28.91,1021.39
2025-01-01T01:53:00,25.25,1023.78
2025-01-01T01:54:00,25.17,1026.76
2025-01-01T01:55:00,24.96,1019.58
2025-01-01T01:56:00,24.35,1013.98
2025-01-01T01:57:00,26.27,1017.18
2025-01-01T01:58:00,22.18,1013.31
2025-01-01T01:59:00,27.25,1010.29
2025-01-01T02:00:00,22.9,1014.45
2025-01-01T02:01:00,22.41,1003.29
2025-01-01T02:02:00,28.62,1012.63
2025-01-01T02:03:00,26.89,1013.37
2025-01-01T02:04:00,25.46,1007.74
2025-01-01T02:05:00,27.39,1016.08
2025-01-01T02:06:00,26.01,1012.94
2025-01-01T02:07:00,23.9,1010.19
2025-01-01T02:08:00,25.94,1010.2
2025-01-01T02:09:00,25.75,1017.25
2025-01-01T02:10:00,24.14,1005.58
2025-01-01T02:11:00,20.88,1019.29
2025-01-01T02:12:00,26.06,1017.98
2025-01-01T02:13:00,25.74,1011.92
2025-01-01T02:14:00,23.93,1013.06
2025-01-01T02:15:00,27.11,1025.87
2025-01-01T02:16:00,28.01,1010.5
2025-01-01T02:17:00,21.67,1014.06
2025-01-01T02:18:00,22.71,1005.96
2025-01-01T02:19:00,26.18,1020.81
2025-01-01T02:20:00,22.29,1009.41
2025-01-01T02:21:00,24.55,1009.91
2025-01-01T02:22:00,24.33,1010.29
2025-01-01T02:23:00,25.97,1012.82
2025-01-01T02:24:00,29.31,1010.25
2025-01-01T02:25:00,26.07,1016.98
2025-01-01T02:26:00,29.02,1009.39
2025-01-01T02:27:00,24.95,1014.4
2025-01-01T02:28:00,24.6,1004.71
2025-01-01T02:29:00,25.86,1011.46
2025-01-01T02:30:00,45.2,1020.23
2025-01-01T02:31:00,23.81,1021.37
2025-01-01T02:32:00,24.44,1016.37
2025-01-01T02:33:00,28.44,1011.85
2025-01-01T02:34:00,23.93,1014.01
2025-01-01T02:35:00,25.14,1011.72
2025-01-01T02:36:00,24.93,1018.92
2025-01-01T02:37:00,25.58,1008.96
2025-01-01T02:38:00,26.13,1017.29
2025-01-01T02:39:00,26.9,1018.47
2025-01-01T02:40:00,27.27,1018.35
2025-01-01T02:41:00,26.44,1011.72
2025-01-01T02:42:00,24.17,1015.54
2025-01-01T02:43:00,22.63,1014.15
2025-01-01T02:44:00,25.29,1012.59
2025-01-01T02:45:00,24.39,1020.03
2025-01-01T02:46:00,25.79,1018.52
2025-01-01T02:47:00,24.87,1006.93
2025-01-01T02:48:00,22.93,1014.41
2025-01-01T02:49:00,25.0,1014.98
2025-01-01T02:50:00,19.51,1011.57
2025-01-01T02:51:00,26.45,1008.67
2025-01-01T02:52:00,28.77,1016.12
2025-01-01T02:53:00,23.97,1014.62
2025-01-01T02:54:00,28.09,1008.26
2025-01-01T02:55:00,23.98,1024.73
2025-01-01T02:56:00,24.17,1011.78
2025-01-01T02:57:00,24.66,1002.49
2025-01-01T02:58:00,23.37,1010.44
2025-01-01T02:59:00,24.49,1011.19
2025-01-01T03:00:00,28.28,1015.95
2025-01-01T03:01:00,24.43,1020.24
2025-01-01T03:02:00,25.85,1010.56
2025-01-01T03:03:00,25.65,1014.12
2025-01-01T03:04:00,25.16,1017.37
2025-01-01T03:05:00,23.18,1012.69
2025-01-01T03:06:00,25.11,1015.65
2025-01-01T03:07:00,20.64,1013.02
2025-01-01T03:08:00,24.11,1014.1
2025-01-01T03:09:00,26.62,1014.3
2025-01-01T03:10:00,24.85,1020.12
2025-01-01T03:11:00,24.52,1016.04
2025-01-01T03:12:00,23.26,1014.21
2025-01-01T03:13:00,24.68,1019.98
2025-01-01T03:14:00,22.1,1014.52
2025-01-01T03:15:00,25.35,1019.41
2025-01-01T03:16:00,25.41,1012.81
2025-01-01T03:17:00,25.58,1015.0
2025-01-01T03:18:00,26.81,1008.47
2025-01-01T03:19:00,24.46,1019.33
2025-01-01T03:20:00,27.41,1012.36
2025-01-01T03:21:00,25.28,1019.02
2025-01-01T03:22:00,26.88,1015.25
2025-01-01T03:23:00,26.35,1021.62
2025-01-01T03:24:00,25.15,1017.01
2025-01-01T03:25:00,23.26,1011.4
2025-01-01T03:26:00,25.0,1015.4
2025-01-01T03:27:00,26.62,1006.15
2025-01-01T03:28:00,22.23,1017.22
2025-01-01T03:29:00,22.07,1012.09
2025-01-01T03:30:00,25.28,1017.75
2025-01-01T03:31:00,24.03,1009.05
2025-01-01T03:32:00,22.78,1006.27
2025-01-01T03:33:00,26.47,1012.74
2025-01-01T03:34:00,22.98,1017.91
2025-01-01T03:35:00,22.75,1014.85
2025-01-01T03:36:00,28.41,1001.74
2025-01-01T03:37:00,27.85,1014.71
2025-01-01T03:38:00,26.73,1007.42
2025-01-01T03:39:00,23.69,1014.98
2025-01-01T03:40:00,22.36,1012.1
2025-01-01T03:41:00,23.86,1012.45
2025-01-01T03:42:00,24.79,1018.18
2025-01-01T03:43:00,24.5,1003.87
2025-01-01T03:44:00,25.55,1011.34
2025-01-01T03:45:00,25.44,1023.58
2025-01-01T03:46:00,20.6,1019.84
2025-01-01T03:47:00,23.83,1014.09
2025-01-01T03:48:00,23.88,1006.28
2025-01-01T03:49:00,23.11,1009.91
2025-01-01T03:50:00,23.87,1008.4
2025-01-01T03:51:00,23.48,1019.46
2025-01-01T03:52:00,26.02,1018.64
2025-01-01T03:53:00,23.09,1013.73
2025-01-01T03:54:00,24.16,1007.19
2025-01-01T03:55:00,26.68,1015.2
2025-01-01T03:56:00,22.8,1011.12
2025-01-01T03:57:00,24.76,1008.34
2025-01-01T03:58:00,23.03,1016.91
2025-01-01T03:59:00,26.29,1013.86
2025-01-01T04:00:00,28.89,1016.78
2025-01-01T04:01:00,26.63,1010.61
2025-01-01T04:02:00,28.32,1014.19
2025-01-01T04:03:00,25.65,1000.83
2025-01-01T04:04:00,25.57,1017.58
2025-01-01T04:05:00,25.2,1010.23
2025-01-01T04:06:00,24.72,1011.95
2025-01-01T04:07:00,26.77,1005.21
2025-01-01T04:08:00,23.2,1013.63
2025-01-01T04:09:00,27.05,1011.49
2025-01-01T04:10:00,23.43,1003.99
2025-01-01T04:11:00,25.73,1005.11
2025-01-01T04:12:00,21.96,1017.89
2025-01-01T04:13:00,21.13,1009.18
2025-01-01T04:14:00,24.48,1019.46
2025-01-01T04:15:00,24.63,1012.96
2025-01-01T04:16:00,29.92,1018.22
2025-01-01T04:17:00,26.96,1005.02
2025-01-01T04:18:00,26.36,1016.97
2025-01-01T04:19:00,24.18,1013.07
2025-01-01T04:20:00,24.7,1006.87
2025-01-01T04:21:00,25.7,1018.42
2025-01-01T04:22:00,25.62,1018.65
2025-01-01T04:23:00,20.66,1011.3
2025-01-01T04:24:00,27.04,1011.34
2025-01-01T04:25:00,23.73,1012.34
2025-01-01T04:26:00,28.87,1005.11
2025-01-01T04:27:00,25.93,1007.6
2025-01-01T04:28:00,27.1,1015.25
2025-01-01T04:29:00,22.36,1014.48
2025-01-01T04:30:00,23.44,1017.17
2025-01-01T04:31:00,24.97,1013.69
2025-01-01T04:32:00,24.64,1019.8
2025-01-01T04:33:00,26.8,1017.0
2025-01-01T04:34:00,26.02,1013.75
2025-01-01T04:35:00,25.17,1013.13
2025-01-01T04:36:00,25.91,1011.07
2025-01-01T04:37:00,25.23,1013.57
2025-01-01T04:38:00,25.94,1004.39
2025-01-01T04:39:00,28.28,1016.21
2025-01-01T04:40:00,28.38,1010.44
2025-01-01T04:41:00,22.6,1019.52
2025-01-01T04:42:00,24.41,1015.44
2025-01-01T04:43:00,24.62,1013.45
2025-01-01T04:44:00,24.47,1010.51
2025-01-01T04:45:00,21.49,1020.75
2025-01-01T04:46:00,32.35,1011.21
2025-01-01T04:47:00,21.94,1014.58
2025-01-01T04:48:00,23.54,1015.21
2025-01-01T04:49:00,28.15,1011.02
2025-01-01T04:50:00,23.04,1007.91
2025-01-01T04:51:00,25.74,1014.14
2025-01-01T04:52:00,27.02,1014.69
2025-01-01T04:53:00,24.04,1015.29
2025-01-01T04:54:00,22.67,1009.17
2025-01-01T04:55:00,25.08,1016.95
2025-01-01T04:56:00,24.12,1016.56
2025-01-01T04:57:00,21.82,1007.53
2025-01-01T04:58:00,25.56,1015.98
2025-01-01T04:59:00,23.9,1014.19
2025-01-01T05:00:00,42.72,1013.27
2025-01-01T05:01:00,27.41,1011.73
2025-01-01T05:02:00,23.33,1015.92
2025-01-01T05:03:00,26.23,1005.37
2025-01-01T05:04:00,25.75,1013.25
2025-01-01T05:05:00,22.81,1010.66
2025-01-01T05:06:00,25.26,1012.86
2025-01-01T05:07:00,27.69,1003.41
2025-01-01T05:08:00,21.74,1015.63
2025-01-01T05:09:00,22.87,1008.46
2025-01-01T05:10:00,28.84,1017.55
2025-01-01T05:11:00,26.68,1008.75
2025-01-01T05:12:00,25.38,1007.25
2025-01-01T05:13:00,24.45,1006.23
2025-01-01T05:14:00,26.58,1025.06
2025-01-01T05:15:00,24.62,1019.75
2025-01-01T05:16:00,23.54,1022.28
2025-01-01T05:17:00,24.57,1003.96
2025-01-01T05:18:00,22.87,1011.17
2025-01-01T05:19:00,24.66,1016.15
2025-01-01T05:20:00,24.44,1015.11
2025-01-01T05:21:00,25.72,1013.31
2025-01-01T05:22:00,25.99,1014.94
2025-01-01T05:23:00,24.8,1003.95
2025-01-01T05:24:00,23.65,1010.47
2025-01-01T05:25:00,22.43,1008.26
2025-01-01T05:26:00,24.27,1013.74
2025-01-01T05:27:00,19.32,1013.95
2025-01-01T05:28:00,28.6,1014.83
2025-01-01T05:29:00,24.92,1018.07
2025-01-01T05:30:00,26.56,1021.1
2025-01-01T05:31:00,25.93,1007.09
2025-01-01T05:32:00,23.54,1013.25
2025-01-01T05:33:00,26.38,1010.79
2025-01-01T05:34:00,25.27,1014.86
2025-01-01T05:35:00,23.04,1017.57
2025-01-01T05:36:00,25.37,1016.83
2025-01-01T05:37:00,26.97,1004.52
2025-01-01T05:38:00,23.53,1020.33
2025-01-01T05:39:00,26.04,1013.0
2025-01-01T05:40:00,25.41,1009.32
2025-01-01T05:41:00,26.65,1010.73
2025-01-01T05:42:00,22.85,1012.04
2025-01-01T05:43:00,22.98,1010.84
2025-01-01T05:44:00,22.6,1003.04
2025-01-01T05:45:00,23.0,1016.46
2025-01-01T05:46:00,27.27,1006.49
2025-01-01T05:47:00,26.35,1017.17
2025-01-01T05:48:00,26.87,1010.37
2025-01-01T05:49:00,20.9,1004.66
2025-01-01T05:50:00,26.79,1008.44
2025-01-01T05:51:00,24.06,1011.87
2025-01-01T05:52:00,25.99,1009.23
2025-01-01T05:53:00,22.38,1013.64
2025-01-01T05:54:00,26.41,1020.69
2025-01-01T05:55:00,24.9,1013.07
2025-01-01T05:56:00,24.52,1012.43
2025-01-01T05:57:00,25.2,1015.91
2025-01-01T05:58:00,24.54,1014.68
2025-01-01T05:59:00,25.09,1015.13
2025-01-01T06:00:00,22.95,1014.51
2025-01-01T06:01:00,19.93,1017.34
2025-01-01T06:02:00,25.42,1013.68
2025-01-01T06:03:00,26.35,1011.02
2025-01-01T06:04:00,26.77,1017.99
2025-01-01T06:05:00,23.46,1014.41
2025-01-01T06:06:00,24.06,1008.51
2025-01-01T06:07:00,26.23,1019.01
2025-01-01T06:08:00,27.67,1020.45
2025-01-01T06:09:00,24.77,1011.24
2025-01-01T06:10:00,24.39,1011.71
2025-01-01T06:11:00,20.53,1007.51
2025-01-01T06:12:00,26.01,1012.24
2025-01-01T06:13:00,24.66,1017.7
2025-01-01T06:14:00,25.26,1016.68
2025-01-01T06:15:00,28.61,1010.6
2025-01-01T06:16:00,28.09,1015.2
2025-01-01T06:17:00,24.37,1010.45
2025-01-01T06:18:00,28.64,1014.99
2025-01-01T06:19:00,27.24,1018.35
2025-01-01T06:20:00,25.97,1015.36
2025-01-01T06:21:00,25.71,1014.71
2025-01-01T06:22:00,26.6,1006.39
2025-01-01T06:23:00,25.16,1004.6
2025-01-01T06:24:00,24.45,1015.05
2025-01-01T06:25:00,23.6,1018.37
2025-01-01T06:26:00,27.51,998.99
2025-01-01T06:27:00,26.51,1010.94
2025-01-01T06:28:00,24.37,1011.89
2025-01-01T06:29:00,25.01,1008.02
2025-01-01T06:30:00,27.12,1018.33
2025-01-01T06:31:00,24.51,1008.49
2025-01-01T06:32:00,21.62,1004.4
2025-01-01T06:33:00,26.27,1013.96
2025-01-01T06:34:00,23.45,1016.7
2025-01-01T06:35:00,23.89,1012.32
2025-01-01T06:36:00,24.48,1017.01
2025-01-01T06:37:00,24.87,1015.02
2025-01-01T06:38:00,26.22,1011.91
2025-01-01T06:39:00,24.95,1009.32
2025-01-01T06:40:00,25.47,1011.22
2025-01-01T06:41:00,25.26,1011.84
2025-01-01T06:42:00,25.63,1018.71
2025-01-01T06:43:00,21.18,1014.02
2025-01-01T06:44:00,27.58,1013.22
2025-01-01T06:45:00,25.33,1007.17
2025-01-01T06:46:00,23.91,1004.38
2025-01-01T06:47:00,26.71,1006.2
2025-01-01T06:48:00,25.93,1008.73
2025-01-01T06:49:00,24.75,1018.21
2025-01-01T06:50:00,26.58,1015.06
2025-01-01T06:51:00,27.38,1009.93
2025-01-01T06:52:00,25.74,1015.26
2025-01-01T06:53:00,23.68,1008.01
2025-01-01T06:54:00,26.97,1011.01
2025-01-01T06:55:00,22.11,1012.19
2025-01-01T06:56:00,23.27,1005.19
2025-01-01T06:57:00,21.78,1021.57
2025-01-01T06:58:00,25.83,1019.44
2025-01-01T06:59:00,24.73,1020.32
2025-01-01T07:00:00,22.84,1014.03
2025-01-01T07:01:00,25.22,1015.33
2025-01-01T07:02:00,24.71,1008.22
2025-01-01T07:03:00,24.26,1017.28
2025-01-01T07:04:00,23.51,1018.27
2025-01-01T07:05:00,25.94,1019.09
2025-01-01T07:06:00,23.45,1007.94
2025-01-01T07:07:00,26.02,1014.71
2025-01-01T07:08:00,23.07,1012.91
2025-01-01T07:09:00,22.25,1008.59
2025-01-01T07:10:00,24.95,1014.79
2025-01-01T07:11:00,24.6,1011.91
2025-01-01T07:12:00,24.82,1015.21
2025-01-01T07:13:00,25.73,1017.95
2025-01-01T07:14:00,23.47,1009.91
2025-01-01T07:15:00,30.72,1014.6
2025-01-01T07:16:00,28.26,1015.17
2025-01-01T07:17:00,27.13,1008.35
2025-01-01T07:18:00,23.71,1020.87
2025-01-01T07:19:00,23.25,1021.95
2025-01-01T07:20:00,27.69,1018.82
2025-01-01T07:21:00,23.25,1014.15
2025-01-01T07:22:00,25.51,1005.47
2025-01-01T07:23:00,25.27,1006.61
2025-01-01T07:24:00,22.99,1005.32
2025-01-01T07:25:00,22.4,1014.8
2025-01-01T07:26:00,21.83,1019.43
2025-01-01T07:27:00,22.43,1019.77
2025-01-01T07:28:00,25.52,1015.32
2025-01-01T07:29:00,25.49,1017.23
2025-01-01T07:30:00,23.79,1019.14
2025-01-01T07:31:00,27.45,1016.3
2025-01-01T07:32:00,25.16,1009.74
2025-01-01T07:33:00,26.19,1009.01
2025-01-01T07:34:00,27.21,1013.6
2025-01-01T07:35:00,26.26,1011.88
2025-01-01T07:36:00,25.46,1016.56
2025-01-01T07:37:00,24.06,1015.76
2025-01-01T07:38:00,25.54,1022.15
2025-01-01T07:39:00,27.28,1012.21
2025-01-01T07:40:00,24.51,1009.67
2025-01-01T07:41:00,23.4,999.93
2025-01-01T07:42:00,24.92,1009.11
2025-01-01T07:43:00,24.77,1011.33
2025-01-01T07:44:00,25.33,1012.44
2025-01-01T07:45:00,22.6,1011.8
2025-01-01T07:46:00,30.02,1009.66
2025-01-01T07:47:00,24.03,1015.97
2025-01-01T07:48:00,24.21,1023.74
2025-01-01T07:49:00,29.41,1013.01
2025-01-01T07:50:00,21.12,1020.41
2025-01-01T07:51:00,25.56,1009.2
2025-01-01T07:52:00,27.62,1015.97
2025-01-01T07:53:00,20.76,1014.73
2025-01-01T07:54:00,26.5,1012.84
2025-01-01T07:55:00,25.28,1017.28
2025-01-01T07:56:00,26.73,1008.84
2025-01-01T07:57:00,22.14,1015.01
2025-01-01T07:58:00,23.85,1011.91
2025-01-01T07:59:00,20.71,1016.04
2025-01-01T08:00:00,24.02,1004.55
2025-01-01T08:01:00,23.04,1013.68
2025-01-01T08:02:00,23.45,1016.72
2025-01-01T08:03:00,24.58,1014.12
2025-01-01T08:04:00,23.95,1014.72
2025-01-01T08:05:00,25.68,1015.32
2025-01-01T08:06:00,26.21,1012.48
2025-01-01T08:07:00,26.98,1010.2
2025-01-01T08:08:00,26.64,1016.49
2025-01-01T08:09:00,22.1,1010.71
2025-01-01T08:10:00,26.47,1007.35
2025-01-01T08:11:00,26.26,1012.96
2025-01-01T08:12:00,23.72,1014.12
2025-01-01T08:13:00,20.23,1011.74
2025-01-01T08:14:00,24.52,1010.21
2025-01-01T08:15:00,24.49,1021.5
2025-01-01T08:16:00,20.8,1011.21
2025-01-01T08:17:00,23.43,1011.65
2025-01-01T08:18:00,25.45,1015.28
2025-01-01T08:19:00,24.01,1018.79
